"tf","cell_type","avg","std","tissue"
"AHR","Basal",-0.256550296063464,0.887033629708132,"Bladder"
"AHR","Epithelial_NOS",-0.118789082989859,0.957284783579601,"Bladder"
"AHR","Umbrella",0.161903548556118,1.03775112087063,"Bladder"
"AR","Basal",0.135473990105512,0.570557415830202,"Bladder"
"AR","Epithelial_NOS",-0.772413563358919,0.725292907749366,"Bladder"
"AR","Umbrella",0.737119411640071,0.67242896130853,"Bladder"
"ARID2","Basal",-0.296220053970492,0.863468691958535,"Bladder"
"ARID2","Epithelial_NOS",-0.213880744786052,0.976321615336799,"Bladder"
"ARID2","Umbrella",0.262511043059097,0.984699754372536,"Bladder"
"ARID3A","Basal",-0.684235477409327,0.811223706198143,"Bladder"
"ARID3A","Epithelial_NOS",-0.0849710201631421,1.00619973327081,"Bladder"
"ARID3A","Umbrella",0.203437663407327,0.961838039696491,"Bladder"
"ARNT","Basal",-0.510908720570463,0.814541554774838,"Bladder"
"ARNT","Epithelial_NOS",-0.170102932247724,0.960094250990024,"Bladder"
"ARNT","Umbrella",0.256960414363839,1.00183445304237,"Bladder"
"ARNTL","Basal",-0.736197766834121,0.750655434569099,"Bladder"
"ARNTL","Epithelial_NOS",-0.147697159658381,0.88628333584641,"Bladder"
"ARNTL","Umbrella",0.274316311459476,1.05040560639792,"Bladder"
"ASCL1","Basal",-0.269271432326912,0.914584551040421,"Bladder"
"ASCL1","Epithelial_NOS",-0.163214742820819,0.939645526312422,"Bladder"
"ASCL1","Umbrella",0.207889022335716,1.03476255168057,"Bladder"
"ATF1","Basal",-0.146899032296162,0.837978250280199,"Bladder"
"ATF1","Epithelial_NOS",0.0175065931622196,0.934398462525307,"Bladder"
"ATF1","Umbrella",0.00846333638704186,1.08708098664384,"Bladder"
"ATF2","Basal",-0.760002211341761,0.746141834125787,"Bladder"
"ATF2","Epithelial_NOS",-0.196454934240724,1.10547483389756,"Bladder"
"ATF2","Umbrella",0.326508497211921,0.787476840543349,"Bladder"
"ATF3","Basal",0.452511923605597,0.499490840339772,"Bladder"
"ATF3","Epithelial_NOS",0.335581440483981,1.04533326378621,"Bladder"
"ATF3","Umbrella",-0.4097373055077,0.854826522699221,"Bladder"
"ATF4","Basal",-0.54631447026269,0.710928371205414,"Bladder"
"ATF4","Epithelial_NOS",0.0870328035418333,1.05129503462846,"Bladder"
"ATF4","Umbrella",0.00987772080726478,0.964793752341435,"Bladder"
"ATF6","Basal",0.477172717576855,0.68142935939521,"Bladder"
"ATF6","Epithelial_NOS",-0.464951427459913,0.962063142468757,"Bladder"
"ATF6","Umbrella",0.374471930472065,0.883115903153905,"Bladder"
"ATF7","Basal",-0.319522430657115,0.894146087879032,"Bladder"
"ATF7","Epithelial_NOS",-0.311503455798005,0.901256681373842,"Bladder"
"ATF7","Umbrella",0.36274732932603,0.991438766654212,"Bladder"
"BACH1","Basal",-0.304239166862932,0.854773328128843,"Bladder"
"BACH1","Epithelial_NOS",-0.213826645736474,1.0295576483687,"Bladder"
"BACH1","Umbrella",0.26386110025144,0.930307950305365,"Bladder"
"BACH2","Basal",-0.18879636664484,0.861277952602762,"Bladder"
"BACH2","Epithelial_NOS",-0.306791272762683,0.996816856062087,"Bladder"
"BACH2","Umbrella",0.33522876783409,0.920889874919655,"Bladder"
"BATF","Basal",-0.0994879095594434,1.12429239677775,"Bladder"
"BATF","Epithelial_NOS",-0.127135863504776,0.950397407401995,"Bladder"
"BATF","Umbrella",0.142639209725107,1.01095758079068,"Bladder"
"BCL11A","Basal",-0.93571824359116,0.69944092799803,"Bladder"
"BCL11A","Epithelial_NOS",-0.108297889385834,0.969358599010839,"Bladder"
"BCL11A","Umbrella",0.2704241136735,0.957941583122732,"Bladder"
"BCL6","Basal",-0.0998408090024109,0.8041186022383,"Bladder"
"BCL6","Epithelial_NOS",0.35411643832607,0.945033619701273,"Bladder"
"BCL6","Umbrella",-0.331332550175757,0.969280372500556,"Bladder"
"BHLHE22","Basal",0.413991413394763,0.787695712638017,"Bladder"
"BHLHE22","Epithelial_NOS",-0.152557493038265,1.00002852184777,"Bladder"
"BHLHE22","Umbrella",0.0778206332986073,1.00775452496677,"Bladder"
"BHLHE40","Basal",0.390832685922099,0.60517938218399,"Bladder"
"BHLHE40","Epithelial_NOS",0.43100865175274,0.966313496250239,"Bladder"
"BHLHE40","Umbrella",-0.492939242012817,0.853576570995018,"Bladder"
"CDX2","Basal",-0.49058080839733,0.861628464296975,"Bladder"
"CDX2","Epithelial_NOS",0.465902895659338,0.794061557907577,"Bladder"
"CDX2","Umbrella",-0.373062710754915,1.01038120286848,"Bladder"
"CEBPA","Basal",0.142780358309174,0.796885403616772,"Bladder"
"CEBPA","Epithelial_NOS",-0.102510177708992,1.03617231637819,"Bladder"
"CEBPA","Umbrella",0.0759859623392518,0.989986723893069,"Bladder"
"CEBPB","Basal",-0.331584256874434,0.902740402703712,"Bladder"
"CEBPB","Epithelial_NOS",0.17600168930396,1.07938794737471,"Bladder"
"CEBPB","Umbrella",-0.115334419011375,0.903165005021075,"Bladder"
"CEBPD","Basal",0.42149422493477,0.798901963652221,"Bladder"
"CEBPD","Epithelial_NOS",-0.11947917531742,1.05142670079606,"Bladder"
"CEBPD","Umbrella",0.0439254983240742,0.959496141062117,"Bladder"
"CEBPG","Basal",-0.413819763595269,0.723001033431491,"Bladder"
"CEBPG","Epithelial_NOS",-0.420957579149242,0.901218762283661,"Bladder"
"CEBPG","Umbrella",0.487061674091176,0.912470827305153,"Bladder"
"CLOCK","Basal",-0.895312980128369,0.693556705998163,"Bladder"
"CLOCK","Epithelial_NOS",-0.0131108591920676,0.995839898616765,"Bladder"
"CLOCK","Umbrella",0.169593967826651,0.967904238245959,"Bladder"
"CREB1","Basal",-0.614546454847271,0.961098974610866,"Bladder"
"CREB1","Epithelial_NOS",-0.0760953749484815,0.993185211796508,"Bladder"
"CREB1","Umbrella",0.182499573922527,0.964796973125111,"Bladder"
"CREB3","Basal",0.60595495451498,0.706653561983879,"Bladder"
"CREB3","Epithelial_NOS",-0.613456382877711,0.796941509539288,"Bladder"
"CREB3","Umbrella",0.498212420094423,0.87657356437985,"Bladder"
"CREB3L1","Basal",0.205504752765062,0.731168691811519,"Bladder"
"CREB3L1","Epithelial_NOS",-0.377369041086404,1.03601576359179,"Bladder"
"CREB3L1","Umbrella",0.335745173736222,0.869279069276243,"Bladder"
"CREM","Basal",0.000912109371224266,0.660217136563725,"Bladder"
"CREM","Epithelial_NOS",-0.63701041438329,0.813533334684212,"Bladder"
"CREM","Umbrella",0.627295639027576,0.801445936561584,"Bladder"
"CTCF","Basal",0.441107621122524,0.782856453077184,"Bladder"
"CTCF","Epithelial_NOS",-0.466020382206122,0.869841060806228,"Bladder"
"CTCF","Umbrella",0.381836242776588,0.959247508467517,"Bladder"
"CTCFL","Basal",-0.369346936780918,0.933852266061033,"Bladder"
"CTCFL","Epithelial_NOS",-0.19711336258145,0.934179710814467,"Bladder"
"CTCFL","Umbrella",0.258792376079389,1.01367093657343,"Bladder"
"CUX1","Basal",0.15311945497829,0.725191513522318,"Bladder"
"CUX1","Epithelial_NOS",-0.605752914848027,0.795402301804933,"Bladder"
"CUX1","Umbrella",0.569870716504106,0.8712590425448,"Bladder"
"DUX4","Basal",-0.521288079127231,1.08804087040342,"Bladder"
"DUX4","Epithelial_NOS",-0.136361988960106,0.827054458063546,"Bladder"
"DUX4","Umbrella",0.22554197297297,1.08283553430807,"Bladder"
"E2F1","Basal",0.30842205274863,1.34536908165973,"Bladder"
"E2F1","Epithelial_NOS",-0.333586335063075,0.920012119852616,"Bladder"
"E2F1","Umbrella",0.274608680806119,0.905669351739933,"Bladder"
"E2F2","Basal",0.294107289368857,1.98055615111877,"Bladder"
"E2F2","Epithelial_NOS",0.417984978749566,0.67234520461108,"Bladder"
"E2F2","Umbrella",-0.463183979707873,0.804124369635843,"Bladder"
"E2F3","Basal",0.205163671650028,1.53028049873678,"Bladder"
"E2F3","Epithelial_NOS",0.0490041445990129,0.836156552328981,"Bladder"
"E2F3","Umbrella",-0.0841727249687825,1.02966545326851,"Bladder"
"E2F4","Basal",0.734281187315791,1.13163829883773,"Bladder"
"E2F4","Epithelial_NOS",-0.753798615313459,0.738307394409971,"Bladder"
"E2F4","Umbrella",0.613992428303494,0.611506777966256,"Bladder"
"E2F5","Basal",-0.0111939945172649,0.73168813211343,"Bladder"
"E2F5","Epithelial_NOS",-0.493121954803779,0.93793409870201,"Bladder"
"E2F5","Umbrella",0.487684074522244,0.853301096054429,"Bladder"
"E2F6","Basal",-0.201735143401267,0.787185790267996,"Bladder"
"E2F6","Epithelial_NOS",0.422437626052465,0.94757137509569,"Bladder"
"E2F6","Umbrella",-0.380797411566457,0.919809063337474,"Bladder"
"E2F7","Basal",-0.291092799529572,0.763617842049259,"Bladder"
"E2F7","Epithelial_NOS",-0.452225075329459,0.922423834941046,"Bladder"
"E2F7","Umbrella",0.496382939117192,0.873598203192776,"Bladder"
"EBF1","Basal",-0.583290913211297,0.813025588541407,"Bladder"
"EBF1","Epithelial_NOS",-0.0796134196082269,1.02737741122492,"Bladder"
"EBF1","Umbrella",0.180495128126081,0.956265913297182,"Bladder"
"EGR1","Basal",0.458467296314198,0.591246238125509,"Bladder"
"EGR1","Epithelial_NOS",-0.605184247102237,0.876854235295337,"Bladder"
"EGR1","Umbrella",0.515874706540718,0.825724743725719,"Bladder"
"EHF","Basal",-0.336877225018197,0.876298976367767,"Bladder"
"EHF","Epithelial_NOS",-0.219937126910998,0.922670708787113,"Bladder"
"EHF","Umbrella",0.275591584385518,1.02565318477228,"Bladder"
"ELF1","Basal",-0.214439569302801,0.597335818899062,"Bladder"
"ELF1","Epithelial_NOS",-0.525671005028435,0.922608572990654,"Bladder"
"ELF1","Umbrella",0.555312864580999,0.82154111117455,"Bladder"
"ELF3","Basal",0.312717027863991,0.850236135758071,"Bladder"
"ELF3","Epithelial_NOS",-0.404003116655054,0.941611669443133,"Bladder"
"ELF3","Umbrella",0.34321759002903,0.933747363399481,"Bladder"
"ELF5","Basal",0.27417364086644,0.565895321457848,"Bladder"
"ELF5","Epithelial_NOS",-0.571533045669783,0.881651075315328,"Bladder"
"ELF5","Umbrella",0.514979662833109,0.861626307156277,"Bladder"
"ELK1","Basal",-1.0675676934436,0.703584171518335,"Bladder"
"ELK1","Epithelial_NOS",-0.189488818297832,1.01112211158283,"Bladder"
"ELK1","Umbrella",0.373470832375994,0.83553533288852,"Bladder"
"ELK4","Basal",-0.267472240570726,0.622297645087186,"Bladder"
"ELK4","Epithelial_NOS",-0.54823342968285,0.99574457903871,"Bladder"
"ELK4","Umbrella",0.586817570337484,0.683299368471935,"Bladder"
"EOMES","Basal",-0.513289987829354,0.835282300942549,"Bladder"
"EOMES","Epithelial_NOS",0.125499538593157,0.91868852517055,"Bladder"
"EOMES","Umbrella",-0.0337912976441228,1.07344388532093,"Bladder"
"EPAS1","Basal",-0.680448310966755,0.816295705651423,"Bladder"
"EPAS1","Epithelial_NOS",0.299724780002161,0.915724098642202,"Bladder"
"EPAS1","Umbrella",-0.176150453882947,1.01218688417092,"Bladder"
"ERG","Basal",-0.187832525522639,1.0767712939883,"Bladder"
"ERG","Epithelial_NOS",0.143517571216971,0.964266888004247,"Bladder"
"ERG","Umbrella",-0.108494115682255,1.00673505715342,"Bladder"
"ESR1","Basal",-0.0743568082927835,0.681383493699166,"Bladder"
"ESR1","Epithelial_NOS",-0.362114699087413,1.01359887640814,"Bladder"
"ESR1","Umbrella",0.369695420052339,0.898034909713538,"Bladder"
"ESR2","Basal",-0.827046604505211,0.667235425766884,"Bladder"
"ESR2","Epithelial_NOS",-0.111494824785645,1.06020558496254,"Bladder"
"ESR2","Umbrella",0.254555558202272,0.885968838684163,"Bladder"
"ESRRA","Basal",-0.145318735119523,0.795004131739544,"Bladder"
"ESRRA","Epithelial_NOS",-0.47118655037408,0.79968706913215,"Bladder"
"ESRRA","Umbrella",0.489549530764385,0.981642755735882,"Bladder"
"ETS1","Basal",-0.394160876382264,0.587316745802842,"Bladder"
"ETS1","Epithelial_NOS",-0.105968823463947,1.04464229387713,"Bladder"
"ETS1","Umbrella",0.173357444478884,0.981541102640302,"Bladder"
"ETS2","Basal",-0.71802957282652,0.872193693900299,"Bladder"
"ETS2","Epithelial_NOS",0.404211064149014,0.859414562672433,"Bladder"
"ETS2","Umbrella",-0.272492722942138,0.990631270770976,"Bladder"
"ETV1","Basal",0.133103464921114,0.681821788941401,"Bladder"
"ETV1","Epithelial_NOS",-0.434032087711444,0.809782607814015,"Bladder"
"ETV1","Umbrella",0.404228500034577,1.04245465776581,"Bladder"
"ETV4","Basal",0.423568535128949,0.941066899077988,"Bladder"
"ETV4","Epithelial_NOS",0.268552032131196,0.901914687319908,"Bladder"
"ETV4","Umbrella",-0.338648245296794,0.997558777060714,"Bladder"
"FLI1","Basal",-1.15629017008269,0.836792011078749,"Bladder"
"FLI1","Epithelial_NOS",0.173029229646312,0.883541989826568,"Bladder"
"FLI1","Umbrella",0.0319169885628543,1.00573430959832,"Bladder"
"FOS","Basal",-0.170430267638635,0.91069096720127,"Bladder"
"FOS","Epithelial_NOS",-0.0792271169191816,1.15303259499762,"Bladder"
"FOS","Umbrella",0.107864007002155,0.831668476431304,"Bladder"
"FOSL1","Basal",0.537234554982276,0.864691859821775,"Bladder"
"FOSL1","Epithelial_NOS",-0.236991755076725,0.918587764588424,"Bladder"
"FOSL1","Umbrella",0.139420831628676,1.03976006757591,"Bladder"
"FOSL2","Basal",0.246376988371888,0.740406103933885,"Bladder"
"FOSL2","Epithelial_NOS",-0.205588693073191,0.893603198512513,"Bladder"
"FOSL2","Umbrella",0.159388889712013,1.09892105219271,"Bladder"
"FOXA1","Basal",0.29859943097166,1.08925160834913,"Bladder"
"FOXA1","Epithelial_NOS",-0.0303735227618911,0.993465407826237,"Bladder"
"FOXA1","Umbrella",-0.0223369804995778,0.986876334787944,"Bladder"
"FOXA2","Basal",-0.0282543118491421,0.995166251893986,"Bladder"
"FOXA2","Epithelial_NOS",-0.0407316372148748,0.995211819056062,"Bladder"
"FOXA2","Umbrella",0.0450651672302516,1.00860474583018,"Bladder"
"FOXJ2","Basal",-0.768233280288486,0.690158540273318,"Bladder"
"FOXJ2","Epithelial_NOS",-0.285492409519044,0.9080398488244,"Bladder"
"FOXJ2","Umbrella",0.415650847426743,0.956148730614684,"Bladder"
"FOXK2","Basal",0.0839927320544337,0.699572396256035,"Bladder"
"FOXK2","Epithelial_NOS",-0.459721104849064,0.980413541628665,"Bladder"
"FOXK2","Umbrella",0.438126560166802,0.85563601743802,"Bladder"
"FOXL2","Basal",-0.664948425898076,0.739077753658052,"Bladder"
"FOXL2","Epithelial_NOS",0.0683774858846805,1.11325755085277,"Bladder"
"FOXL2","Umbrella",0.0490141509357531,0.875805018682406,"Bladder"
"FOXM1","Basal",-0.342556620173538,1.29050462136658,"Bladder"
"FOXM1","Epithelial_NOS",0.200428486373476,0.905614353272206,"Bladder"
"FOXM1","Umbrella",-0.137474650547505,0.997052618475383,"Bladder"
"FOXO1","Basal",0.427048557929402,0.803887708760464,"Bladder"
"FOXO1","Epithelial_NOS",-0.535453963982698,0.754241000255933,"Bladder"
"FOXO1","Umbrella",0.452688656885312,0.986535454134228,"Bladder"
"FOXO3","Basal",0.0529764900933588,0.634565891285039,"Bladder"
"FOXO3","Epithelial_NOS",-0.624510878392178,0.875062888782148,"Bladder"
"FOXO3","Umbrella",0.605872329449958,0.766371753109902,"Bladder"
"FOXO4","Basal",0.134015049508753,0.624862150517465,"Bladder"
"FOXO4","Epithelial_NOS",-0.505377068597159,0.991636111939914,"Bladder"
"FOXO4","Umbrella",0.47434377890417,0.805276435362129,"Bladder"
"FOXP1","Basal",0.564311235444119,0.732014584807693,"Bladder"
"FOXP1","Epithelial_NOS",0.307661217162387,0.894677945990188,"Bladder"
"FOXP1","Umbrella",-0.401800765107672,0.986878196956135,"Bladder"
"FOXP2","Basal",0.296974542757471,0.691516885963637,"Bladder"
"FOXP2","Epithelial_NOS",0.454059964372211,0.87851785531548,"Bladder"
"FOXP2","Umbrella",-0.499219609889185,0.92405973154119,"Bladder"
"GABPA","Basal",-0.332023094623469,0.769824743235679,"Bladder"
"GABPA","Epithelial_NOS",-0.418970389800957,0.792725817176614,"Bladder"
"GABPA","Umbrella",0.47078987551305,1.01474991592686,"Bladder"
"GATA1","Basal",0.131299996488057,0.758973255036456,"Bladder"
"GATA1","Epithelial_NOS",0.298813862482793,0.866381408661739,"Bladder"
"GATA1","Umbrella",-0.317309153930961,1.06559549869827,"Bladder"
"GATA2","Basal",-0.113435175667037,1.19731933487411,"Bladder"
"GATA2","Epithelial_NOS",0.149286378644598,0.951393833785226,"Bladder"
"GATA2","Umbrella",-0.127195927223197,0.994387525231809,"Bladder"
"GATA3","Basal",-0.327021156487167,0.7267879457578,"Bladder"
"GATA3","Epithelial_NOS",-0.032949077411032,1.01280771097617,"Bladder"
"GATA3","Umbrella",0.0896835436351208,1.0184780823394,"Bladder"
"GATA4","Basal",0.0700877590114743,0.941288037954678,"Bladder"
"GATA4","Epithelial_NOS",0.302460091704358,0.985585989142947,"Bladder"
"GATA4","Umbrella",-0.310188548155801,0.932515618341904,"Bladder"
"GATA6","Basal",-0.554188984771041,1.05535076279825,"Bladder"
"GATA6","Epithelial_NOS",-0.176812483731716,0.945962397133319,"Bladder"
"GATA6","Umbrella",0.271143368810673,0.967124193372505,"Bladder"
"GFI1B","Basal",-0.380099816433098,0.859435658197194,"Bladder"
"GFI1B","Epithelial_NOS",-0.308325942269024,0.95749684559075,"Bladder"
"GFI1B","Umbrella",0.37021852101078,0.937753549106115,"Bladder"
"GLI2","Basal",-0.413928344695136,0.8007455547638,"Bladder"
"GLI2","Epithelial_NOS",0.257147919731252,0.980331986325243,"Bladder"
"GLI2","Umbrella",-0.180853240613634,0.990579921384657,"Bladder"
"GRHL2","Basal",-0.191451490946483,0.681838336829129,"Bladder"
"GRHL2","Epithelial_NOS",-0.477138695385421,0.862349677261482,"Bladder"
"GRHL2","Umbrella",0.503485625870275,0.931327356932777,"Bladder"
"HBP1","Basal",-0.0212788261657159,0.805649396761172,"Bladder"
"HBP1","Epithelial_NOS",0.61720920013544,0.821316386342515,"Bladder"
"HBP1","Umbrella",-0.604227267554408,0.804001129061713,"Bladder"
"HHEX","Basal",0.298102955913005,1.0693242158932,"Bladder"
"HHEX","Epithelial_NOS",-0.188412425143579,0.846236553743356,"Bladder"
"HHEX","Umbrella",0.13341822148165,1.09383846681596,"Bladder"
"HIF1A","Basal",0.133672284444954,0.69741968921418,"Bladder"
"HIF1A","Epithelial_NOS",-0.362502631897333,1.09605825885694,"Bladder"
"HIF1A","Umbrella",0.333672442641006,0.808929353687195,"Bladder"
"HINFP","Basal",-0.0593898191879381,1.09295700040462,"Bladder"
"HINFP","Epithelial_NOS",-0.329767020706974,0.8605277433811,"Bladder"
"HINFP","Umbrella",0.335213733754259,1.00557602169256,"Bladder"
"HMBOX1","Basal",0.217403440201066,0.692641453815963,"Bladder"
"HMBOX1","Epithelial_NOS",0.0833338898948878,1.07994834933526,"Bladder"
"HMBOX1","Umbrella",-0.120129483581651,0.951558760109097,"Bladder"
"HNF1A","Basal",-0.354202445668594,0.84898787032921,"Bladder"
"HNF1A","Epithelial_NOS",0.573508107157909,0.733202166706579,"Bladder"
"HNF1A","Umbrella",-0.502920057558536,0.954635225755153,"Bladder"
"HNF1B","Basal",-0.0235482848044537,1.0320118755134,"Bladder"
"HNF1B","Epithelial_NOS",-0.327480740068333,0.914329055149893,"Bladder"
"HNF1B","Umbrella",0.326689478808087,0.973108807239286,"Bladder"
"HNF4A","Basal",-0.0308920227549757,1.08097810813851,"Bladder"
"HNF4A","Epithelial_NOS",0.0769209689446431,0.893168006793786,"Bladder"
"HNF4A","Umbrella",-0.0703610504283527,1.08141578689475,"Bladder"
"HNF4G","Basal",-0.0742940865459622,0.759757262447582,"Bladder"
"HNF4G","Epithelial_NOS",-0.343789655380821,0.974705941989498,"Bladder"
"HNF4G","Umbrella",0.351634275695652,0.942992680992732,"Bladder"
"HOXA9","Basal",-0.456396193424596,1.00303745396709,"Bladder"
"HOXA9","Epithelial_NOS",0.25144649208314,0.983438161201985,"Bladder"
"HOXA9","Umbrella",-0.167805460852589,0.955949580103815,"Bladder"
"HOXB13","Basal",-0.517227728021432,0.853716276665897,"Bladder"
"HOXB13","Epithelial_NOS",0.122556250986194,0.952483190107236,"Bladder"
"HOXB13","Umbrella",-0.03020305481765,1.04159481276887,"Bladder"
"HSF1","Basal",0.0800308857733945,0.839636089302626,"Bladder"
"HSF1","Epithelial_NOS",-0.168292370988645,1.11200672147658,"Bladder"
"HSF1","Umbrella",0.151762580413471,0.88042583784289,"Bladder"
"IKZF1","Basal",-0.143614878115875,0.855533211935366,"Bladder"
"IKZF1","Epithelial_NOS",0.331816685572154,0.903432463003644,"Bladder"
"IKZF1","Umbrella",-0.301706831618293,1.01625832581406,"Bladder"
"IRF1","Basal",0.503771074903771,0.931308346002572,"Bladder"
"IRF1","Epithelial_NOS",0.0165002974183067,1.08565756854538,"Bladder"
"IRF1","Umbrella",-0.104412731065192,0.894927682918606,"Bladder"
"IRF2","Basal",-0.302250553684598,0.639731147145703,"Bladder"
"IRF2","Epithelial_NOS",-0.242194705657567,1.05846628062312,"Bladder"
"IRF2","Umbrella",0.291455631967508,0.91265291084115,"Bladder"
"IRF3","Basal",0.544564003336539,1.09142450415332,"Bladder"
"IRF3","Epithelial_NOS",-0.286532142167566,0.826489404899167,"Bladder"
"IRF3","Umbrella",0.186935459451158,1.05875693954129,"Bladder"
"IRF4","Basal",-0.465061449373897,0.799475731710201,"Bladder"
"IRF4","Epithelial_NOS",-0.0205661102620588,0.99868388253948,"Bladder"
"IRF4","Umbrella",0.10164337224856,1.01264521254777,"Bladder"
"IRF9","Basal",0.231908983087311,0.864537176922012,"Bladder"
"IRF9","Epithelial_NOS",0.124020061767376,1.07898745232097,"Bladder"
"IRF9","Umbrella",-0.162743832881145,0.916603167002024,"Bladder"
"JUN","Basal",0.36031027250961,0.699114172696363,"Bladder"
"JUN","Epithelial_NOS",-0.132107525915811,1.09654725362267,"Bladder"
"JUN","Umbrella",0.0670716153378924,0.923797497044107,"Bladder"
"JUNB","Basal",-0.145670050064705,0.54560059308688,"Bladder"
"JUNB","Epithelial_NOS",-0.604549220205323,0.910182837059997,"Bladder"
"JUNB","Umbrella",0.620973240663566,0.738878323023332,"Bladder"
"JUND","Basal",0.448161648401413,0.728613274052775,"Bladder"
"JUND","Epithelial_NOS",-0.240385872491688,0.85642015934623,"Bladder"
"JUND","Umbrella",0.158351795934066,1.11130420434631,"Bladder"
"KDM5B","Basal",-0.3960119696915,0.814181802652125,"Bladder"
